trade_date,close
2021-06-22,3.0704269966660602
2021-06-23,3.068420058023698
2021-06-24,3.0692042505766115
2021-06-25,3.069204480351994
2021-06-28,3.0885215906138415
2021-06-29,3.0779850239366837
2021-06-30,3.079992266306162
2021-07-01,3.0792085590951945
2021-07-02,3.079208782122006
2021-07-05,3.0792090067481044
2021-07-06,3.079209232016687
2021-07-07,3.0888677892075442
2021-07-08,3.0787706343115286
2021-07-09,3.0703355660914458
2021-07-12,3.069990945996989
2021-07-13,3.0595488724219178
2021-07-14,3.050329810073952
2021-07-15,3.0306681923569565
2021-07-16,3.0404213425249638
2021-07-19,3.0480730579296047
2021-07-20,3.0387595844377953
2021-07-21,3.0399830779665042
2021-07-22,3.0391992853328547
2021-07-23,3.048857876940798
2021-07-26,3.03876055907537
2021-07-27,3.049642180967389
2021-07-28,3.0387612349680824
2021-07-29,3.039984316283342
2021-07-30,3.019884261245565
2021-08-02,2.991786617676131
2021-08-03,3.0108537542245526
2021-08-04,2.988308577449721
2021-08-05,2.9810952462747267
2021-08-06,2.989624739606996
2021-08-09,2.988402387531821
2021-08-10,3.0181605867809633
2021-08-11,3.016845156859808
2021-08-12,3.0385125832771966
2021-08-13,3.018320608410594
2021-08-16,3.0304209117534864
2021-08-17,3.0284170740567995
2021-08-18,3.009884987738198
2021-08-19,3.039733097585894
2021-08-20,3.0175407066289397
2021-08-23,3.0207639876052483
2021-08-24,3.0288552199440466
2021-08-25,3.018761431639133
2021-08-26,3.019981736933326
2021-08-27,3.0095418755964514
2021-08-30,3.019635927244797
2021-08-31,2.9991027196514026
2021-09-01,3.0297282669801024
2021-09-02,3.055824553299502
2021-09-03,3.0472060119101805
2021-09-06,3.059649405528396
2021-09-07,3.0584299612356487
2021-09-08,3.0881836986748024
2021-09-09,3.0965314776282957
2021-09-10,3.088786244227885
2021-09-13,3.099663006926644
2021-09-14,3.098443737112882
2021-09-15,3.0605991020585073
2021-09-16,3.0623467764552124
2021-09-17,3.0495577974964725
2021-09-22,3.0693082807936145
2021-09-23,3.048339674655947
2021-09-24,3.070089934968273
2021-09-27,3.048341925455091
2021-09-28,3.0507771576934406
2021-09-29,3.0588690551456934
2021-09-30,3.0584339303861707
2021-10-08,3.0495603377611413
2021-10-11,3.0693079992328456
2021-10-12,3.077311315191082
2021-10-13,3.0784409657419927
2021-10-14,3.0695674154887813
2021-10-15,3.060346921458884
2021-10-18,3.0503439213282615
2021-10-19,3.059653548260719
2021-10-20,3.0584357837993283
2021-10-21,3.05921844437318
2021-10-22,3.0785311012668988
2021-10-25,3.0583482005456384
2021-10-26,3.0704395897952415
2021-10-27,3.058784399740329
2021-10-28,3.0600017199500695
2021-10-29,3.049563937536024
2021-11-01,3.0499990026372013
2021-11-02,3.0685286956596327
2021-11-03,3.0386925037830834
2021-11-04,3.041561140634632
2021-11-05,3.0392146125019983
2021-11-08,3.0392148297045876
2021-11-09,3.029559591503711
2021-11-10,3.0396497911427054
2021-11-11,3.0384332596125363
2021-11-12,3.068181958230545
2021-11-15,3.05722378543187
2021-11-16,3.0600043291210093
2021-11-17,3.0592225481870834
2021-11-18,3.068878017059532
2021-11-19,3.058788856737236
2021-11-22,3.0600051857618467
2021-11-23,3.0592234042007846
2021-11-24,3.0688788215043736
2021-11-25,3.078100210567986
2021-11-26,3.078448255955217
2021-11-29,3.069575168599951
2021-11-30,3.060354272386342
2021-12-01,3.0503512990042263
2021-12-02,3.0596591828621373
2021-12-03,3.048787890951745
2021-12-06,3.059659385102897
2021-12-07,3.0584436500703402
2021-12-08,3.068880997574802
2021-12-09,3.058792054688043
2021-12-10,3.069663092682408
2021-12-13,3.0684477129800647
2021-12-14,3.0595746012678817
2021-12-15,3.050353530472862
2021-12-16,3.0500058215414
2021-12-17,3.0492242012272075
2021-12-20,3.0588795650256166
2021-12-21,3.0487907642814047
2021-12-22,3.0596616563061247
2021-12-23,3.058446352292989
2021-12-24,3.0592283384728476
2021-12-27,3.0495735095861987
2021-12-28,3.0596624396720675
2021-12-29,3.0681022009767593
2021-12-30,3.0491404451176867
2021-12-31,3.050790164179302
2022-01-04,3.0492265344234943
2022-01-05,3.0685366038857134
2022-01-06,3.0869796620140995
2022-01-07,3.0876757228729095
2022-01-10,3.137515906266327
2022-01-11,3.125693824851534
2022-01-12,3.1396881743771536
2022-01-13,3.119165136953448
2022-01-14,3.14012024004621
2022-01-17,3.089425420895924
2022-01-18,3.093141495484544
2022-01-19,3.1182032121316468
2022-01-20,3.107253979462471
2022-01-21,3.119682107214932
2022-01-24,3.1184702328408656
2022-01-25,3.11925108910841
2022-01-26,3.090289819772572
2022-01-27,3.091584293965468
2022-01-28,3.0892425564248462
2022-02-07,3.0892427642461517
2022-02-08,3.127858338737452
2022-02-09,3.164752333162252
2022-02-10,3.156490398664195
2022-02-11,3.1890084973245423
2022-02-14,3.1869345315526316
2022-02-15,3.169965435561639
2022-02-16,3.151519558701401
2022-02-17,3.170132648030989
2022-02-18,3.1773625982245575
2022-02-21,3.1978015802916464
2022-02-22,3.178408606988891
2022-02-23,3.1711789146036544
2022-02-24,3.1603954295412393
2022-02-25,3.1117720378571327
2022-02-28,3.113152325707223
2022-03-01,3.0995971922178738
2022-03-02,3.1193390243581933
2022-03-03,3.127351275278067
2022-03-04,3.147789900747312
2022-03-07,3.14770628344954
2022-03-08,3.129954953800905
2022-03-09,3.1018522421604495
2022-03-10,3.082277128194389
2022-03-11,3.0808036226342455
2022-03-14,3.0985569446562344
2022-03-15,3.088036275557555
2022-03-16,3.032091947104901
2022-03-17,3.0725328532789273
